slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material,movement_type,history,event_date,landslide,label,lat_grid,lon_grid,historical_landslide_density,elevation_m,slope_deg,aspect_deg,rain_30min,rain_3h,rain_24h,rain_24h_mm,rain_72h_mm,rain_7d,rain_7d_mm,satellite_change_proxy,rainfall_1d,rainfall_available,year,month,day_of_year,monsoon_season
ASM/DH/83G4/ PD/2016/14,Assam,Dima Hasao,Songpiang-2,"Songpiang village, Haflong, Dima Hasao (NC Hills)",25.16344444,93.02316667,Debris,Slide,22 May 2016,2016-05-22,1,1,25.1,93.0,118.33,601.0,31.46,10.2,0.0,0.0,21.3,21.3,107.5,247.2,247.2,0.45,21.3,1,2016,5,143,0
ASM/DH/83G4/ PD/2016/15,Assam,Dima Hasao,Boro Haflong-1,"Near Boro Haflong village, Haflong, Dima Hasao (NC Hills)",25.15069444,93.02583333,Debris,Slide,22 May 2016,2016-05-22,1,1,25.1,93.0,118.33,667.0,13.81,324.1,0.0,0.0,21.3,21.3,107.5,247.2,247.2,0.45,21.3,1,2016,5,143,0
ASM/DH/83G4/ PD/2016/16,Assam,Dima Hasao,"Vidya Mandir, Boro Haflong-2","Boro Haflong, Haflong, Dima Hasao (NC Hills)",25.14586111,93.02419444,Debris,Slide,22 May 2016,2016-05-22,1,1,25.1,93.0,118.33,702.0,13.18,176.7,0.0,0.0,21.3,21.3,107.5,247.2,247.2,0.45,21.3,1,2016,5,143,0
ASM/DH/83G4/ PD/2016/17,Assam,Dima Hasao,"Near and below Assam rifles camp, Boro Haflong-3.","Boro Haflong, Haflong, Dima Hasao (NC Hills)",25.14041667,93.02038889,Debris,Slide,22 May 2016,2016-05-22,1,1,25.1,93.0,118.33,750.0,13.06,54.6,0.0,0.0,21.3,21.3,107.5,247.2,247.2,0.45,21.3,1,2016,5,143,0
ASM/DH/83G4/ PD/2016/18,Assam,Dima Hasao,Jatinga-Haflong Road section-1.,"Jatinga-Haflong Road section, Haflong, Dima Hasao (NC Hills)",25.13961111,93.01955556,Debris,Slide,22 May 2016,2016-05-22,1,1,25.1,93.0,118.33,754.0,4.39,49.6,0.0,0.0,21.3,21.3,107.5,247.2,247.2,0.45,21.3,1,2016,5,143,0
ASM/DH/83G4/ PD/2016/23,Assam,Dima Hasao,Mahur,"Mahur, Dima Hasao (NC Hills)",25.17638889,93.11613889,Debris,Slide,22 May 2016,2016-05-22,1,1,25.1,93.1,13.33,558.0,10.12,294.7,0.0,0.0,21.3,21.3,107.5,247.2,247.2,0.45,21.3,1,2016,5,143,0
ASM/DH/83G4/ PD/2016/05,Assam,Dima Hasao (N.C. Hills),Khongsai slide-1,"Khongsai village, Haflong,",25.1775,93.02622222,Earth/Soil,Slide,22 May 2016,2016-05-22,1,1,25.1,93.0,118.33,495.0,10.24,67.3,0.0,0.0,21.3,21.3,107.5,247.2,247.2,0.45,21.3,1,2016,5,143,0
ASM/DH/83G4/ PD/2016/08,Assam,Dima Hasao,Khongsai slide- 2,"Khongsai village, Haflong, Dima Hasao (NC Hills)",25.17691667,93.02655556,Earth/Soil,Slide,22 May 2016,2016-05-22,1,1,25.1,93.0,118.33,475.0,10.6,69.8,0.0,0.0,21.3,21.3,107.5,247.2,247.2,0.45,21.3,1,2016,5,143,0
ASM/DH/83G4/ PD/2016/09,Assam,Dima Hasao,Muolhoi /Gilgal,"Muolhoi /Gilgal village, Haflong, Dima Hasao (NC Hills)",25.17702778,93.02088889,Earth/Soil,Slide,22 May 2016,2016-05-22,1,1,25.1,93.0,118.33,571.0,12.75,8.0,0.0,0.0,21.3,21.3,107.5,247.2,247.2,0.45,21.3,1,2016,5,143,0
ASM/DH/83G4/ PD/2016/19,Assam,Dima Hasao,Jatinga-2,"Jatinga, Haflong, Dima Hasao (NC Hills)",25.13447222,93.01897222,Rock,Slide,22 May 2016,2016-05-22,1,1,25.1,93.0,118.33,758.0,12.12,346.7,0.0,0.0,21.3,21.3,107.5,247.2,247.2,0.45,21.3,1,2016,5,143,0
ASM/KAM (M)/78N16/2017/0006,Assam,Kamrup (Metro),"Bonda, Hajongdisa slide",Tuinang colony,26.18841667,91.85125,Earth/Soil,Slide,16 June 2017,2017-06-16,1,1,26.1,91.8,17.5,155.0,26.35,71.1,1.35,4.8,44.0,44.0,53.0,174.5,174.5,0.45,44.0,1,2017,6,167,1
ASM/KAM(M)/78N16/2016/63,Assam,Kamrup (Metro),Mandakini slide,"Mandakini path, Kharghuli",26.19244444,91.76422222,Earth/Soil,Slide,20 July 2016,2016-07-20,1,1,26.1,91.7,52.5,97.0,7.74,263.6,0.85,2.2,19.0,19.0,48.3,163.3,163.3,0.45,19.0,1,2016,7,202,1
ASM/KAM/78N16/2019/03,Assam,Kamrup (Metro),Amiya Nagar Slide,Chandmari,26.19236111,91.78080556,Debris,Subsidence,10 July 2019,2019-07-10,1,1,26.1,91.7,52.5,94.0,22.46,67.9,0.55,4.2,34.9,34.9,128.8,243.8,243.8,0.45,34.9,1,2019,7,191,1
ASM/KAM/78N12/2019/04,Assam,Kamrup (Metro),Bezbaruah Nagar slide,"Nilachalpur, Bezbaruah Nagar",26.15805556,91.71258333,Debris,Slide,16 July 2019,2019-07-16,1,1,26.1,91.7,52.5,77.0,12.12,230.9,0.1,0.2,18.0,18.0,94.4,226.8,226.8,0.45,18.0,1,2019,7,197,1
ASM/West Sarania/78N16/2016- 17/65,Assam,Kamrup (Metro),West Sarania slide (Guwahati),"Pub Sarania hill, Guwahati.",26.1755,91.76175,Debris,Slide,14 July 2016,2016-07-14,1,1,26.1,91.7,52.5,69.0,3.11,95.3,0.75,3.5,10.0,10.0,34.4,145.9,145.9,0.45,10.0,1,2016,7,196,1
ASM/ Nijabara/78N16/2016- 17/64,Assam,Kamrup (Metro),Nijabara slide (Guwahati),"Noonmati, Guwahati.",26.19038889,91.80994444,Earth/Soil,Slide,14 July 2016,2016-07-14,1,1,26.1,91.8,17.5,78.0,1.01,149.1,0.75,3.5,10.0,10.0,34.4,145.9,145.9,0.45,10.0,1,2016,7,196,1
AS/KAMRUP(M)/78N16/2014- 15/0004,Assam,Kamrup (Metro),"Nabragraha Slide, Bapuji Nagar Housing Complex.","SH: Chandmari Road. Localtiy: Bapuji Nagar Housing Complex, Guwahati.",26.18866667,91.76694444,Earth/Soil,Flow,27 June 2014,2014-06-27,1,1,26.1,91.7,52.5,107.0,7.65,166.4,0.2,2.2,7.1,7.1,38.6,223.1,223.1,0.45,7.1,1,2014,6,178,1
AS/KAMRUP(M)/78N16/2014- 15/0005,Assam,Kamrup (Metro),"Karghuli Landslide, Bankuwar Nagar, Guwahati.(Twin Slide in same road)","SH: Chandmari Road. Localtiy: Bankuwar Nagar, Karghuli Pahar, Guwahati.",26.19622222,91.76336111,Earth/Soil,Flow,27 June 2014,2014-06-27,1,1,26.1,91.7,52.5,91.0,5.94,195.1,0.2,2.2,7.1,7.1,38.6,223.1,223.1,0.45,7.1,1,2014,6,178,1
AS/KAM/76N16/2024/1,Assam,Kamrup (Metro),Garo Basti Slide,"Garo Basti Slide, 8th Mile, Guwahati",26.11464,91.83886,Earth/Soil,Slide,05 July 2024,2024-07-05,1,1,26.1,91.8,17.5,165.0,8.55,216.8,0.55,3.6,17.4,17.4,63.7,274.8,274.8,0.45,17.4,1,2024,7,187,1
ASM/KAM (M)/78N16/2017/0004,Assam,Kamrup (Metro),Dakshin Saraniya-2,Ganpat Mandir road,26.17755556,91.76588889,Debris,Slide,13 June 2017,2017-06-13,1,1,26.1,91.7,52.5,98.0,19.07,219.7,0.0,0.0,68.7,68.7,118.7,123.6,123.6,0.45,68.7,1,2017,6,164,1
ASM/KAM (M)/78N16/2017/04,Assam,Kamrup (Metro),Dakshin Saraniya-1,Ganpat Mandir road,26.17672222,91.76525,Debris,Slide,13 June 2017,2017-06-13,1,1,26.1,91.7,52.5,70.0,9.95,193.4,0.0,0.0,68.7,68.7,118.7,123.6,123.6,0.45,68.7,1,2017,6,164,1
ASM/KAM (M)/78N16/2017/0003,Assam,Kamrup (Metro),Anandapur-Gangapur slide,Hengrabari,26.15427778,91.79263889,Debris,Slide,13 June 2017,2017-06-13,1,1,26.1,91.7,52.5,73.0,12.2,183.6,0.0,0.0,68.7,68.7,118.7,123.6,123.6,0.45,68.7,1,2017,6,164,1
AS/KAMRUP (M)/78N16/2014- 15/0002,Assam,Kamrup (Metro),Udayachal Slide.,"Guwahati-Shillong Road (Merges with NH-37), Udayachal pahar, Near Guwahati Medical College.",26.15477778,91.77411111,Earth/Soil,Flow,27 june 2014,2014-06-27,1,1,26.1,91.7,52.5,127.0,14.27,332.6,0.2,2.2,7.1,7.1,38.6,223.1,223.1,0.45,7.1,1,2014,6,178,1
AS/KAMRUP(M)/78N16/2014- 15/0003,Assam,Kamrup (Metro),"Bamunimaidan, South Railway Colony slide.","SH: Zoo Tiniali-Narengi Road. Localtiy: Bamunimaidan, South Railway Colony (Near Hatigar), Guwahati.",26.17672222,91.78672222,Earth/Soil,Flow,27 june 2014,2014-06-27,1,1,26.1,91.7,52.5,60.0,13.97,247.5,0.2,2.2,7.1,7.1,38.6,223.1,223.1,0.45,7.1,1,2014,6,178,1
ASM/KAMRUP(M)/78N16/2016- 17/057,Assam,Kamrup (Metro),Jyotinagar Slide,"Akashi Nagar, Jyoti Nagar, Guwahati.",26.1895,91.78716667,Earth/Soil,Slide,18 April 2016,2016-04-18,1,1,26.1,91.7,52.5,67.0,1.93,41.9,0.2,1.3,15.9,15.9,31.0,45.4,45.4,0.45,15.9,1,2016,4,109,0
ASM/DH/83G3/ PD/2017 /02,Assam,Dima Hasao (N.C. Hills),Mupa slide,"Between Mupa and Dinhaku Railway Station,",25.40586111,93.11097222,Debris,Slide,20 May 2017,2017-05-20,1,1,25.4,93.1,4.17,255.0,7.83,136.5,0.0,0.0,2.0,2.0,13.4,61.2,61.2,0.45,2.0,1,2017,5,140,0
ASM/DH/83G3/ PD/2017 /01,Assam,Dima Hasao (N.C. Hills),Boila bridge slide,"Between Mupa and Dinhaku Bridge approach no102, at km 51/9 as 52/1",25.39155556,93.11316667,Earth/Soil,Subsidence,03 June 2017,2017-06-03,1,1,25.3,93.1,7.5,216.0,0.52,90.0,2.65,5.6,32.2,32.2,163.6,292.0,292.0,0.45,32.2,1,2017,6,154,1
AS/KRP/78N/16/2018/003,Assam,Kamrup,Hastinapur landslide,Hastinapur Near Jorabat opposite of cow bazaar.,26.11266667,91.85388889,Debris,Slide,24 August 2018,2018-08-24,1,1,26.1,91.8,17.5,190.0,12.43,61.5,0.05,0.3,17.2,17.2,41.4,97.3,97.3,0.45,17.2,1,2018,8,236,1
AS/KRP/78N16/2018/002,Assam,Kamrup,Kharghuli slide,"Kharghuli area, near Kharghuli post office in Guwahati.",26.19530556,91.76563889,Debris,Slide,31 August 2018,2018-08-31,1,1,26.1,91.7,52.5,94.0,3.53,347.4,0.05,5.2,18.1,18.1,34.8,178.9,178.9,0.45,18.1,1,2018,8,243,1
AS/KAMRUP/78N12/2015- 16/0001,Assam,Kamrup,Jayguru Kalipahar Slide,"About 200 m North of NH-31, In north of IIT(G) approach",26.21111111,91.68416667,Debris,Fall,01 September 2015,2015-09-01,1,1,26.2,91.6,4.17,59.0,8.3,176.5,0.8,5.4,35.3,35.3,132.0,251.3,251.3,0.45,35.3,1,2015,9,244,1
ASM/KAM/78N16/2020/001,Assam,Kamrup (Metro),Hirimbapur landslide,Kharghuli,26.19330556,91.77725,Debris,Slide,28 June 2020,2020-06-28,1,1,26.1,91.7,52.5,170.0,14.54,76.6,0.15,0.6,29.0,29.0,172.4,219.4,219.4,0.45,29.0,1,2020,6,180,1
ASM/KAM/78N16/2020/002,Assam,Kamrup (Metro),Ambher landslide,12th mile near Jorabat,26.09150556,91.87898611,Earth/Soil,Slide,12 July 2020,2020-07-12,1,1,26.0,91.8,14.17,76.0,9.35,127.5,0.05,0.1,15.5,15.5,70.7,168.3,168.3,0.45,15.5,1,2020,7,194,1
ASM/KAM/78N12/2020/003,Assam,Kamrup (Metro),Gauripur landslide,NH-31,26.21305556,91.6925,Rock,Fall,26 June 2020,2020-06-26,1,1,26.2,91.6,4.17,78.0,18.36,48.3,0.9,4.0,129.1,129.1,173.5,207.7,207.7,0.45,129.1,1,2020,6,178,1
ASM/K(M)/78N16/2022-23/003,Assam,Kamrup (Metro),Salbari,Near Noonmati bazaar road,26.1916,91.80361,Debris,Slide,16 June 2022,2022-06-16,1,1,26.1,91.8,17.5,93.0,8.36,27.4,0.4,5.5,37.6,37.6,96.2,185.2,185.2,0.45,37.6,1,2022,6,167,1
ASM/K(M)/78N16/2022-23/001,Assam,Kamrup (Metro),Upper Luitpur,Upper Luitpur,26.19322,91.77033,Earth/Soil,Slide,16 June 2022,2022-06-16,1,1,26.1,91.7,52.5,159.0,15.29,247.3,0.4,5.5,37.6,37.6,96.2,185.2,185.2,0.45,37.6,1,2022,6,167,1
ASM/K(M)/78N16/2022-23/002,Assam,Kamrup (Metro),Anandanagar,Anandanagar,26.18789,91.79493,Earth/Soil,Slide,17 June 2022,2022-06-17,1,1,26.1,91.7,52.5,102.0,10.96,270.0,0.0,0.2,71.9,71.9,146.0,248.5,248.5,0.45,71.9,1,2022,6,168,1
ASM/DH/83G04/2022-23/023,Assam,Dima Hasao,Disgao Raji Slide,"Disgao Raji, Haflong",25.17136,93.01102,Debris,Slide,14 May 2022,2022-05-14,1,1,25.1,93.0,118.33,704.0,8.34,23.5,0.05,0.5,30.9,30.9,67.9,121.4,121.4,0.45,30.9,1,2022,5,134,0
ASM/DH/83G04/2022-23/030,Assam,Dima Hasao,Merryland Slide,Merryland colony,25.177416,93.00975,Debris,Slide,16 May 2022,2022-05-16,1,1,25.1,93.0,118.33,687.0,8.64,293.2,0.2,1.4,34.7,34.7,77.8,151.0,151.0,0.45,34.7,1,2022,5,136,0
ASM/DH/83G04/2022-23/022,Assam,Dima Hasao,Lower Haflong Slide 2,Lower Haflong,25.18919,93.02118,Debris,Slide,15 May 2022,2022-05-15,1,1,25.1,93.0,118.33,483.0,8.8,344.8,0.25,0.6,12.2,12.2,61.3,119.3,119.3,0.45,12.2,1,2022,5,135,0
AS/KRM/83D06/2014-15/0001,Assam,Karimganj,"Satkaragul (Pathariya Hills RF),","NH-44. Satkaragul Village near Nilambazar, Nilambazar Circle, Karimganj.",24.70619444,92.28997222,Earth/Soil,Flow,10 May 2014,2014-05-10,1,1,24.7,92.2,1.67,44.0,1.99,148.8,1.65,9.0,41.1,41.1,160.9,265.2,265.2,0.45,41.1,1,2014,5,130,0
ASM/DH/83G04/2022-23/021,Assam,Dima Hasao,Moulhoi Slide 1,"Gilgal Veng, Moulhoi, Haflong",25.17623,93.01326,Debris,Slide,14 May 2022,2022-05-14,1,1,25.1,93.0,118.33,680.0,14.17,272.3,0.05,0.5,30.9,30.9,67.9,121.4,121.4,0.45,30.9,1,2022,5,134,0
AS/KAM(M)/78N16/2025/006,Assam,Kamrup,"Doimuguri, Bonda","Doimuguri,",26.19113889,91.82961111,Earth/Soil,Slide,31 May 2025,2025-05-31,1,1,26.1,91.8,17.5,137.0,10.04,7.3,0.7,5.9,8.4,8.4,199.4,288.4,288.4,0.45,8.4,1,2025,5,151,0
AS/KAM(M)/78N16/2025/05,Assam,Kamrup,Rupnagar,,26.158193,91.755807,Debris,Slide,06 June 2025,2025-06-06,1,1,26.1,91.7,52.5,57.0,9.72,271.7,0.0,0.0,2.5,2.5,63.3,238.3,238.3,0.45,2.5,1,2025,6,157,1
AS/KAM(M)/78N12/2025/01,Assam,Kamrup,Kamakhya Main Road,Kamakhya Road,26.166185,91.7147,Earth/Soil,Slide,04 June 2025,2025-06-04,1,1,26.1,91.7,52.5,136.0,17.71,52.2,1.8,8.0,13.3,13.3,15.7,200.4,200.4,0.45,13.3,1,2025,6,155,1
AS/KAM(M)/78N12/2025/04,Assam,Kamrup,Pandu,Pandu,26.17027,91.698,Debris,Slide,31 May 2025,2025-05-31,1,1,26.1,91.6,3.33,121.0,27.06,287.7,0.9,4.2,5.1,5.1,171.9,265.1,265.1,0.45,5.1,1,2025,5,151,0
ASM/DH/83C16/2023-24/001,Assam,Dima Hasao,Lower Boulsol slide,Lower Boulsol,25.117665,92.847709,Debris,Slide,14 May 2022,2022-05-14,1,1,25.1,92.8,8.33,173.0,12.26,44.8,0.45,1.7,109.8,109.8,201.2,231.6,231.6,0.45,109.8,1,2022,5,134,0
ASM/DH/83C15/2023-24/001,Assam,Dima Hasao,Old Sangbar playground slide,Old Sangbar,25.366255,92.823037,Debris,Slide,14 May 2022,2022-05-14,1,1,25.3,92.8,3.33,961.0,8.93,311.8,0.3,0.7,25.1,25.1,75.7,134.1,134.1,0.45,25.1,1,2022,5,134,0
ASM/DH/83G03/2023-24/004,Assam,Dima Hasao,Gunjung subsidence,Gunjung,25.316197,93.006158,Earth/Soil,Subsidence,16 June 2022,2022-06-16,1,1,25.3,93.0,2.5,692.0,12.65,70.6,0.65,3.4,24.0,24.0,53.7,106.4,106.4,0.45,24.0,1,2022,6,167,1
6986,Assam,Kamrup,Sundarpur village,,25.757752,91.252285,Debris,Flow,17 July 2014,2014-07-17,1,1,25.7,91.2,2.5,786.0,5.92,15.1,0.45,3.2,23.1,23.1,70.0,169.7,169.7,0.45,23.1,1,2014,7,198,1
7077,Assam,Kamrup (Metro),708,,26.238016,91.945953,Earth/Soil,Slide,2 November 2025,2025-11-02,1,1,26.2,91.9,3.33,83.0,8.48,331.1,0.0,0.0,6.0,6.0,38.2,45.2,45.2,0.45,6.0,1,2025,11,306,0
7115,Assam,Kamrup,lepgaon,,25.872268,91.213965,Debris,Flow,23 September 2014,2014-09-23,1,1,25.8,91.2,0.83,188.0,31.29,218.5,0.3,0.9,16.4,16.4,88.3,147.7,147.7,0.45,16.4,1,2014,9,266,1
7192,Assam,Kamrup,Kamrup Slope Failure (7192),,26.2272613,91.6922458,Debris,Slide,26 December 2008,2008-12-26,1,1,26.2,91.6,4.17,68.0,12.23,319.9,0.0,1.3,4.8,4.8,5.9,6.1,6.1,0.45,4.8,1,2008,12,361,0
7193,Assam,Kamrup (Metro),Birkuchi,,26.184324,91.855395,Earth/Soil,Slide,31 May 2025,2025-05-31,1,1,26.1,91.8,17.5,76.0,10.8,180.0,0.7,5.9,8.4,8.4,199.4,288.4,288.4,0.45,8.4,1,2025,5,151,0
7194,Assam,Kamrup,Kamrup Slope Failure (7194),,26.24698,91.964383,Debris,Slide,05 July 2025,2025-07-05,1,1,26.2,91.9,3.33,54.0,2.24,247.3,0.05,3.7,28.4,28.4,99.8,259.8,259.8,0.45,28.4,1,2025,7,186,1
7195,Assam,Kamrup (Metro),Nalgedra,,26.11956,92.052125,Earth/Soil,Slide,05 June 2025,2025-06-05,1,1,26.1,92.0,4.17,77.0,3.86,138.1,0.0,0.0,12.1,12.1,18.2,170.1,170.1,0.45,12.1,1,2025,6,156,1
7196,Assam,Dima Hasao,Dima Hasao Slope Failure (7196),,25.69814,93.129423,Earth/Soil,Slide,05 June 2025,2025-06-05,1,1,25.6,93.1,5.83,308.0,13.03,346.5,0.0,0.1,8.6,8.6,16.3,189.1,189.1,0.45,8.6,1,2025,6,156,1
7197,Assam,Dima Hasao,Dima Hasao Slope Failure (7197),,25.648512,93.121528,Debris,Slide,05 June 2025,2025-06-05,1,1,25.6,93.1,5.83,344.0,18.85,133.5,0.0,0.1,3.7,3.7,18.4,174.8,174.8,0.45,3.7,1,2025,6,156,1
7201,Assam,West Khasi Hills,Harsanagar,,25.740148,91.224044,Earth/Soil,Slide,18 July 2014,2014-07-18,1,1,25.7,91.2,2.5,887.0,5.45,5.4,0.5,1.4,17.3,17.3,73.3,173.1,173.1,0.45,17.3,1,2014,7,199,1
7241,Assam,Kamrup (Metro),Amchong tea estate,,26.156633,91.938576,Earth/Soil,Slide,8 August 2024,2024-08-08,1,1,26.1,91.9,5.83,109.0,8.7,349.8,0.5,1.2,17.5,17.5,131.6,214.5,214.5,0.45,17.5,1,2024,8,221,1
ARN/Papumpare/83E12/2020/0 1,Arunachal Pradesh,Papum Pare,Papum Pare Slope Failure (ARN/Papumpare/83E12/2020/0 1),,27.08130556,93.61283333,Rock-cum-Debris,Flow,25 June 2020,2020-06-25,1,1,27.0,93.6,8.33,247.0,15.58,155.2,3.4,9.8,32.9,32.9,62.2,174.1,174.1,0.45,32.9,1,2020,6,177,1
ARN/LS/83E15/2016/04,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.193425,93.780983,Debris,Slide,16 July 2016,2016-07-16,1,1,27.1,93.7,22.5,204.0,13.65,328.7,0.05,0.2,27.1,27.1,68.1,106.9,106.9,0.45,27.1,1,2016,7,198,1
ARN/LS/83E15/2016/08,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.23995,93.806589,Debris,Slide,17 July 2016,2016-07-17,1,1,27.2,93.8,17.5,276.0,8.23,36.3,0.05,0.3,6.0,6.0,57.2,105.7,105.7,0.45,6.0,1,2016,7,199,1
ARN/LS/83E15/2016/07,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.246131,93.804711,Debris,Slide,17 July 2016,2016-07-17,1,1,27.2,93.8,17.5,285.0,21.58,2.0,0.05,0.3,6.0,6.0,57.2,105.7,105.7,0.45,6.0,1,2016,7,199,1
ARN/LS/83E15/2016/06,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.254756,93.801303,Debris,Slide,17 July 2016,2016-07-17,1,1,27.2,93.8,17.5,273.0,26.16,268.2,0.05,0.3,6.0,6.0,57.2,105.7,105.7,0.45,6.0,1,2016,7,199,1
ARN/LS/83E15/2016/05,Arunachal Pradesh,Lower Subansiri,Hoj-Potin slide,National Highway 713-A,27.294886,93.803328,Debris,Slide,17 July 2016,2016-07-17,1,1,27.2,93.8,17.5,654.0,24.09,4.0,0.05,0.3,6.0,6.0,57.2,105.7,105.7,0.45,6.0,1,2016,7,199,1
ARN/LS/83E15/2016/03,Arunachal Pradesh,Lower Subansiri,Possa-Potin slide,National Highway 713-A,27.307072,93.806008,Debris,Slide,17 July 2016,2016-07-17,1,1,27.3,93.8,9.17,749.0,35.42,42.2,0.05,0.3,6.0,6.0,57.2,105.7,105.7,0.45,6.0,1,2016,7,199,1
ARN/LS/83E15/2016/02,Arunachal Pradesh,Lower Subansiri,Possa-Potin slide,National Highway 713-A,27.339267,93.802581,Debris,Slide,16 July 2016,2016-07-16,1,1,27.3,93.8,9.17,719.0,31.96,278.4,0.05,0.2,27.1,27.1,68.1,106.9,106.9,0.45,27.1,1,2016,7,198,1
ARN/TWG/FM/2016-17/01,Arunachal Pradesh,Tawang,Famla Slide,,27.58741667,91.88694444,Debris,Slide,22 April 2016,2016-04-22,1,1,27.5,91.8,26.67,2596.0,5.45,334.9,0.55,2.4,24.1,24.1,66.5,96.8,96.8,0.45,24.1,1,2016,4,113,0
ARN/TWG/FM/2016-17/02,Arunachal Pradesh,Tawang,Famla Slide,,27.58741667,91.88694444,Earth/Soil,Slide,22 April 2016,2016-04-22,1,1,27.5,91.8,26.67,2596.0,5.45,334.9,0.55,2.4,24.1,24.1,66.5,96.8,96.8,0.45,24.1,1,2016,4,113,0
ARN/TWG/NYD/2016-17/06,Arunachal Pradesh,Tawang,Nyungmadung Slide,,27.59152778,91.88044444,Earth/Soil,Flow,23 April 2016,2016-04-23,1,1,27.5,91.8,26.67,2790.0,15.81,9.2,0.1,0.4,24.6,24.6,70.3,121.4,121.4,0.45,24.6,1,2016,4,114,0
ARN/TWNG/78M14/2016/0001,Arunachal Pradesh,Tawang,Famla Slide,,27.587417,91.886944,Debris,Slide,22 April 2016,2016-04-22,1,1,27.5,91.8,26.67,2596.0,5.45,334.9,0.55,2.4,24.1,24.1,66.5,96.8,96.8,0.45,24.1,1,2016,4,113,0
ARN/TWNG/78M14/2016/0002,Arunachal Pradesh,Tawang,Famla Slide,,27.587417,91.886944,Debris,Slide,22 April 2016,2016-04-22,1,1,27.5,91.8,26.67,2596.0,5.45,334.9,0.55,2.4,24.1,24.1,66.5,96.8,96.8,0.45,24.1,1,2016,4,113,0
ARN/TWNG/78M14/2016/0022,Arunachal Pradesh,Tawang,New Lebrang slide,,27.589417,91.861444,Debris,Slide,23 April 2016,2016-04-23,1,1,27.5,91.8,26.67,2916.0,18.72,27.7,0.6,1.7,26.3,26.3,84.0,133.3,133.3,0.45,26.3,1,2016,4,114,0
ARN/TWNG/78M14/2016/0004,Arunachal Pradesh,Tawang,Namet Slide,,27.591389,91.9025,Rock-cum-Debris,Slide,23 April 2016,2016-04-23,1,1,27.5,91.9,5.0,2544.0,26.39,148.2,0.1,0.4,24.6,24.6,70.3,121.4,121.4,0.45,24.6,1,2016,4,114,0
ARN/TWNG/78M14/2016/0008,Arunachal Pradesh,Tawang,All India Radio Colony Slide,,27.591806,91.865028,Debris,Fall,22 April 2016,2016-04-22,1,1,27.5,91.8,26.67,2942.0,15.57,124.4,0.7,3.6,29.8,29.8,80.0,107.0,107.0,0.45,29.8,1,2016,4,113,0
ARN/TWNG/78M14/2016/0010,Arunachal Pradesh,Tawang,D.C. & S. P. Bungalows Slide,,27.593139,91.873889,Debris,Slide,22 April 2016,2016-04-22,1,1,27.5,91.8,26.67,2945.0,8.46,92.0,0.7,3.6,29.8,29.8,80.0,107.0,107.0,0.45,29.8,1,2016,4,113,0
ARN/TWNG/78M14/2016/0023,Arunachal Pradesh,Tawang,Changpu sinking zone,,27.593361,91.879444,Debris,Subsidence,23 April 2016,2016-04-23,1,1,27.5,91.8,26.67,2836.0,18.21,24.3,0.1,0.4,24.6,24.6,70.3,121.4,121.4,0.45,24.6,1,2016,4,114,0
ARN/TWNG/78M14/2016/0013,Arunachal Pradesh,Tawang,Duda Slide (District Urban Development Authority Colony),,27.594833,91.866417,Debris,Slide,22 April 2016,2016-04-22,1,1,27.5,91.8,26.67,2971.0,10.17,148.2,0.7,3.6,29.8,29.8,80.0,107.0,107.0,0.45,29.8,1,2016,4,113,0
ARN/TWNG/78M14/2016/0024,Arunachal Pradesh,Tawang,SSB Colony slide,,27.596639,91.878972,Debris,Slide,23 April 2016,2016-04-23,1,1,27.5,91.8,26.67,2913.0,12.26,10.8,0.1,0.4,24.6,24.6,70.3,121.4,121.4,0.45,24.6,1,2016,4,114,0
ARN/TWNG/78M14/2016/0025,Arunachal Pradesh,Tawang,Q.M. Store slide,,27.596639,91.878972,Debris,Slide,23 April 2016,2016-04-23,1,1,27.5,91.8,26.67,2913.0,12.26,10.8,0.1,0.4,24.6,24.6,70.3,121.4,121.4,0.45,24.6,1,2016,4,114,0
ARA/DIB/82P15/2024/01,Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley Slope Failure (ARA/DIB/82P15/2024/01),,28.38919722,95.92776111,Rock,Flow,24 April 2024,2024-04-24,1,1,28.3,95.9,13.33,649.0,37.28,90.0,0.1,0.5,66.9,66.9,204.7,282.9,282.9,0.45,66.9,1,2024,4,115,0
7386,Arunachal Pradesh,Papum Pare,Niti Vihar,,27.099285,93.614766,Earth/Soil,Subsidence,16 March 2026,2026-03-16,1,1,27.0,93.6,8.33,407.0,12.03,42.6,0.3,1.0,13.4,13.4,83.0,156.0,156.0,0.45,13.4,1,2026,3,75,0
7583,Arunachal Pradesh,Lower Siang,Magi basti,Roadside landslide near Magi basti,27.715081,94.692035,Debris,Slide,28 June 2026,2026-06-28,1,1,27.7,94.6,2.5,245.0,12.46,267.4,0.05,0.6,48.8,48.8,113.5,191.9,191.9,0.45,48.8,1,2026,6,179,1
